dataset;lang;path;actor_id;gender;emotion;statement_id
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Neutral/0015_000001.wav;15;f;neutral;1
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Angry/0015_000351.wav;15;f;anger;1
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Happy/0015_000701.wav;15;f;happy;1
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Sad/0015_001051.wav;15;f;sad;1
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Neutral/0015_000002.wav;15;f;neutral;2
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Angry/0015_000352.wav;15;f;anger;2
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Happy/0015_000702.wav;15;f;happy;2
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Sad/0015_001052.wav;15;f;sad;2
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Neutral/0015_000003.wav;15;f;neutral;3
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Angry/0015_000353.wav;15;f;anger;3
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Happy/0015_000703.wav;15;f;happy;3
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Sad/0015_001053.wav;15;f;sad;3
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Neutral/0015_000004.wav;15;f;neutral;4
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Angry/0015_000354.wav;15;f;anger;4
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Happy/0015_000704.wav;15;f;happy;4
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Sad/0015_001054.wav;15;f;sad;4
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Neutral/0015_000005.wav;15;f;neutral;5
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Angry/0015_000355.wav;15;f;anger;5
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Happy/0015_000705.wav;15;f;happy;5
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Sad/0015_001055.wav;15;f;sad;5
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Neutral/0015_000006.wav;15;f;neutral;6
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Angry/0015_000356.wav;15;f;anger;6
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Happy/0015_000706.wav;15;f;happy;6
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Sad/0015_001056.wav;15;f;sad;6
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Neutral/0015_000007.wav;15;f;neutral;7
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Angry/0015_000357.wav;15;f;anger;7
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Happy/0015_000707.wav;15;f;happy;7
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Sad/0015_001057.wav;15;f;sad;7
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Neutral/0015_000008.wav;15;f;neutral;8
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Angry/0015_000358.wav;15;f;anger;8
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Happy/0015_000708.wav;15;f;happy;8
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Sad/0015_001058.wav;15;f;sad;8
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Neutral/0015_000009.wav;15;f;neutral;9
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Angry/0015_000359.wav;15;f;anger;9
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Happy/0015_000709.wav;15;f;happy;9
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Sad/0015_001059.wav;15;f;sad;9
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Neutral/0015_000010.wav;15;f;neutral;10
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Angry/0015_000360.wav;15;f;anger;10
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Happy/0015_000710.wav;15;f;happy;10
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Sad/0015_001060.wav;15;f;sad;10
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Neutral/0015_000011.wav;15;f;neutral;11
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Angry/0015_000361.wav;15;f;anger;11
esd;eng;../StarGANv2-EmotionalVC/dataset/eng/ESD/0015/Happy/0015_000711.wav;15;f;happy;11
